Filename,NOUN,VERB,ADJ,ADV,PERSON,LOC,ORG
0103.b2.txt,0.2294,0.1212,0.0626,0.0417,3,0,1
0134.b2.txt,0.1994,0.1076,0.1382,0.0731,3,0,1
0139.b2.txt,0.1681,0.1357,0.0984,0.0516,2,0,2
0140.b2.txt,0.2126,0.108,0.0643,0.0556,4,0,2
0165.b2.txt,0.2112,0.1141,0.0851,0.034,1,0,0
0200.b2.txt,0.1989,0.129,0.1161,0.0677,2,0,11
0300.b2.txt,0.1918,0.1466,0.0914,0.0412,2,0,3
0308.b2.txt,0.1746,0.1131,0.0993,0.0717,1,0,4
0310.b2.txt,0.259,0.108,0.0581,0.0511,5,0,1
0313.b2.txt,0.1673,0.1165,0.0981,0.0534,6,1,4
1003.b2.txt,0.1991,0.1337,0.0887,0.0422,7,0,2
1006.b2.txt,0.2061,0.1159,0.0732,0.0512,0,0,2
1006.b2i.txt,0.2061,0.1159,0.0732,0.0512,0,0,2
1021.b2.txt,0.2211,0.1156,0.0714,0.0392,6,0,3
1023.b2.txt,0.1686,0.1077,0.0804,0.0545,5,1,5
1057.b2.txt,0.1967,0.1242,0.0783,0.0542,1,0,2
1097.b2.txt,0.2033,0.1147,0.0791,0.0608,4,0,2
1100.b2.txt,0.1615,0.1143,0.0795,0.0497,4,0,1
1104.b2.txt,0.2019,0.1165,0.0598,0.0513,2,0,1
1104.b2i.txt,0.2019,0.1165,0.0598,0.0513,2,0,1
1112.b2.txt,0.2224,0.1103,0.0697,0.0415,17,0,3
1508.b2.txt,0.1595,0.1489,0.0665,0.0348,4,0,2
1520.b2.txt,0.2008,0.1383,0.0711,0.049,5,0,3
1528.b2.txt,0.1881,0.1164,0.0915,0.0318,6,0,0
1532.b2.txt,0.1686,0.1117,0.0969,0.058,11,1,6
1533.b2.txt,0.195,0.1311,0.0775,0.0328,7,0,4
1541.b2.txt,0.2212,0.0966,0.099,0.0664,2,0,1
2012.b2.txt,0.2135,0.1042,0.0889,0.0254,2,0,1
2019.b2.txt,0.1747,0.1252,0.086,0.06,1,0,1
2028.b2.txt,0.2035,0.1394,0.0867,0.0389,2,0,0
2028.b2i.txt,0.2035,0.1394,0.0867,0.0389,2,0,0
2030.b2.txt,0.1737,0.1525,0.0663,0.0623,0,0,0
2032.b2.txt,0.2165,0.119,0.086,0.0413,2,0,4
2034.b2.txt,0.1963,0.1168,0.0592,0.0575,4,0,3
2066.b2.txt,0.235,0.1296,0.1011,0.0556,3,0,3
2070.b2.txt,0.1816,0.1313,0.081,0.0547,6,0,3
2070.b2i.txt,0.1816,0.1313,0.081,0.0547,7,0,3
3013.b2.txt,0.174,0.1102,0.0757,0.0438,7,0,9
3020.b2.txt,0.1978,0.1207,0.0609,0.0283,2,0,2
3501.b2.txt,0.1965,0.1045,0.0697,0.0311,5,0,10
3503.b2.txt,0.2286,0.1031,0.0832,0.0385,4,1,6
3504.b2.txt,0.2386,0.1254,0.0777,0.0377,7,0,2
3505.b2.txt,0.2049,0.1329,0.0841,0.0476,5,0,1
3506.b2.txt,0.199,0.1175,0.0647,0.0456,3,0,1
3507.b2.txt,0.1916,0.1125,0.1087,0.0419,3,0,2
3508.b2.txt,0.2228,0.1196,0.0924,0.038,4,0,1
3509.b2.txt,0.2175,0.1158,0.0901,0.0585,3,0,3
3511.b2.txt,0.2094,0.1216,0.0628,0.0439,4,0,5
3518.b2.txt,0.1411,0.1411,0.0627,0.0347,8,1,8
3519.b2.txt,0.1807,0.1325,0.0733,0.0422,5,0,0
3520.b2.txt,0.2196,0.119,0.0758,0.0388,4,0,4
3522.b2.txt,0.2131,0.117,0.0877,0.0599,5,0,0
3523.b2.txt,0.2495,0.1287,0.076,0.0361,2,0,7
3525.b2.txt,0.1977,0.122,0.0899,0.0449,5,0,5
4012.b2.txt,0.2122,0.1155,0.0693,0.0504,0,0,0
4036.b2.txt,0.1883,0.1095,0.085,0.0491,10,2,8
4038.b2.txt,0.2175,0.1485,0.0585,0.0561,2,0,2
