filename,NOUN,VERB,ADJ,ADV,PERSON,LOC,ORG
0101.a5.txt,2332,1240,872,468,5,1,1
0102.a5.txt,1927,1202,1018,312,7,3,5
0103.a5.txt,2094,1253,708,441,5,3,3
0104.a5.txt,2191,1080,737,426,5,3,6
0105.a5.txt,1716,1168,621,653,2,4,3
0106.a5.txt,2209,1067,939,726,2,0,0
0107.a5.txt,2183,1333,851,595,3,0,0
0108.a5.txt,2389,1208,870,373,7,0,5
0111.a5.txt,1929,1207,787,356,7,6,4
0112.a5.txt,2531,1260,750,677,3,0,2
0115.a5.txt,1562,1268,882,568,11,2,2
0119.a5.txt,2092,1244,839,264,7,3,3
0121.a5.txt,1814,1209,721,450,6,0,6
0122.a5.txt,2074,1211,853,432,6,0,1
0125.a5.txt,2419,1095,959,521,1,0,2
0128.a5.txt,2147,1250,919,534,1,6,0
0130.a5.txt,2055,1150,914,354,14,2,1
0134.a5.txt,1995,1123,809,539,4,1,3
0137.a5.txt,2019,1192,649,513,2,2,3
0139.a5.txt,1541,1374,604,362,9,3,5
0140.a5.txt,1939,1163,714,316,6,3,2
0149.a5.txt,2912,1398,932,412,1,0,2
0157.a5.txt,1972,1331,721,671,3,0,0
0158.a5.txt,1787,1360,864,616,7,0,3
0159.a5.txt,2381,1196,1087,375,0,0,1
0161.a5.txt,2509,1009,1111,296,3,0,3
0163.a5.txt,2717,1099,1037,509,1,0,0
0165.a5.txt,2313,1112,935,325,5,0,4
0171.a5.txt,1795,1084,596,438,15,2,2
0178.a5.txt,1723,1154,900,523,9,5,3
0182.a5.txt,2597,1234,847,488,7,0,2
0185.a5.txt,2038,1183,817,250,4,3,3
0186.a5.txt,2195,1084,993,446,6,0,0
0187.a5.txt,2525,1222,862,401,5,1,5
0188.a5.txt,1804,1221,862,530,6,1,2
0192.a5.txt,1846,1243,725,490,9,2,2
0193.a5.txt,2464,1212,941,446,1,0,1
0197.a5.txt,1907,1124,474,423,7,1,5
0198.a5.txt,2366,1118,892,409,2,0,0
0199.a5.txt,2045,1119,872,431,6,5,1
0200.a5.txt,1695,1336,798,489,5,3,4
0206.a5.txt,1714,1102,819,414,5,1,5
0214.a5.txt,1907,1285,777,363,9,4,2
0215.a5.txt,2033,1098,644,327,9,2,3
0219.a5.txt,2272,1081,982,665,3,0,3
0222.a5.txt,1970,1281,775,463,0,1,1
0223.a5.txt,1848,1202,787,451,6,2,6
0227.a5.txt,1955,1117,916,419,12,2,1
0234.a5.txt,1862,1081,601,390,10,6,4
0238.a5.txt,2101,1268,739,364,3,1,0
