Filename,NOUN,VERB,ADJ,ADV,PERSON,LOC,ORG
0101.a3.txt,2188.68,1220.13,817.61,503.14,1,0,2
0102.a3.txt,1992.39,1205.58,596.45,406.09,2,0,0
0103.a3.txt,2254.43,982.29,1159.42,644.12,7,0,2
0104.a3.txt,1800.55,1204.99,678.67,581.72,2,0,0
0105.a3.txt,1765.52,1406.9,689.66,855.17,2,0,2
0106.a3.txt,2445.05,1057.69,851.65,659.34,1,0,0
0107.a3.txt,2438.02,1129.48,936.64,523.42,4,0,0
0109.a3.txt,2149.0,1418.34,501.43,458.45,2,0,0
0110.a3.txt,2208.5,1371.74,740.74,548.7,2,0,0
0111.a3.txt,2129.22,1292.22,587.37,440.53,3,0,1
0112.a3.txt,2279.31,1172.6,790.51,711.46,1,0,0
0115.a3.txt,2478.13,1311.95,743.44,787.17,0,0,0
0118.a3.txt,2672.96,1163.52,927.67,361.64,0,0,1
0119.a3.txt,2362.64,1236.26,824.18,521.98,1,0,1
0120.a3.txt,2296.88,1109.38,984.38,593.75,0,0,0
0121.a3.txt,2138.55,1159.64,542.17,647.59,3,0,0
0122.a3.txt,2580.65,1196.24,725.81,497.31,0,0,1
0125.a3.txt,2306.63,1022.1,1132.6,524.86,3,0,2
0127.a3.txt,2097.79,1119.87,820.19,599.37,8,0,1
0128.a3.txt,2119.01,1233.67,551.52,696.66,3,0,2
0130.a3.txt,1823.06,1139.41,777.48,831.1,2,0,0
0131.a3.txt,2428.57,1200.0,800.0,800.0,0,0,0
0133.a3.txt,1990.95,1085.97,588.24,712.67,4,0,2
0134.a3.txt,2296.4,1081.44,1068.09,654.21,0,0,0
0135.a3.txt,2208.16,1237.69,717.3,464.14,1,0,0
0136.a3.txt,2240.93,1360.1,699.48,492.23,0,0,0
0137.a3.txt,2286.93,1036.93,909.09,767.05,0,0,0
0138.a3.txt,2267.54,1402.94,701.47,391.52,0,0,0
0139.a3.txt,2185.24,1476.12,723.59,376.27,0,0,0
0142.a3.txt,2384.94,1276.15,1087.87,334.73,0,0,0
0143.a3.txt,2451.36,1037.61,661.48,440.99,5,0,0
0146.a3.txt,1711.96,1576.09,679.35,584.24,3,0,0
0149.a3.txt,2355.81,1291.63,633.63,706.74,0,0,0
0155.a3.txt,2038.6,1158.02,820.27,506.63,2,0,1
0156.a3.txt,2173.31,1279.23,632.74,453.92,2,0,0
0157.a3.txt,1655.08,1376.91,681.5,639.78,0,0,0
0158.a3.txt,1949.4,1309.52,833.33,535.71,2,0,0
0159.a3.txt,2412.4,1226.42,592.99,673.85,1,0,4
0161.a3.txt,2333.8,1046.68,919.38,537.48,0,0,0
0162.a3.txt,2605.63,985.92,774.65,464.79,0,0,0
0163.a3.txt,2024.13,1139.41,790.88,710.46,0,0,2
0165.a3.txt,1914.11,1337.42,674.85,515.34,4,0,1
0168.a3.txt,1897.06,1367.65,764.71,544.12,1,0,2
0169.a3.txt,2400.0,1160.0,680.0,493.33,2,0,4
0171.a3.txt,1992.84,1431.98,692.12,608.59,2,0,0
0172.a3.txt,2260.54,1174.97,830.14,472.54,1,0,0
0173.a3.txt,2361.11,1327.16,601.85,570.99,1,0,1
0174.a3.txt,2114.8,1178.25,1238.67,483.38,1,0,1
0175.a3.txt,2106.74,1306.18,617.98,421.35,1,0,0
0176.a3.txt,2375.17,1187.58,553.31,458.84,3,0,0
0177.a3.txt,2178.48,1207.35,813.65,813.65,4,0,0
0178.a3.txt,2326.39,1122.69,879.63,694.44,0,0,1
0179.a3.txt,2483.57,1287.78,643.89,446.78,2,0,2
0182.a3.txt,2267.52,1222.93,700.64,649.68,0,0,2
0185.a3.txt,2217.85,1259.84,695.54,551.18,2,0,2
0186.a3.txt,2083.33,1125.0,875.0,805.56,2,0,0
0187.a3.txt,1838.13,1111.11,960.22,521.26,7,0,1
0188.a3.txt,1934.57,1351.35,853.49,611.66,1,0,0
0189.a3.txt,2146.44,1293.88,631.9,571.72,0,0,0
0190.a3.txt,1768.53,1430.43,611.18,533.16,1,0,3
0192.a3.txt,1674.01,1409.69,616.74,264.32,1,0,0
0193.a3.txt,2264.42,1364.28,661.04,393.81,2,1,0
0195.a3.txt,2217.51,1101.69,480.23,706.21,1,0,1
0196.a3.txt,2188.68,1383.65,817.61,352.2,0,0,0
0198.a3.txt,2072.19,1163.1,534.76,548.13,2,1,0
0199.a3.txt,2117.96,1233.24,630.03,603.22,0,0,1
0200.a3.txt,2397.16,1163.12,808.51,865.25,0,0,1
0202.a3.txt,2184.37,1282.57,1042.08,460.92,0,0,0
0203.a3.txt,2693.88,1251.7,843.54,435.37,4,0,1
0204.a3.txt,2371.79,1314.1,657.05,608.97,2,0,1
0205.a3.txt,2370.89,1185.45,704.23,516.43,2,0,1
0206.a3.txt,2537.54,1156.16,675.68,360.36,3,0,0
0207.a3.txt,1782.73,1350.97,668.52,334.26,0,1,0
0208.a3.txt,2183.75,1398.14,505.99,865.51,0,0,0
0209.a3.txt,2524.68,1297.6,634.7,310.3,3,0,4
0213.a3.txt,1997.39,1527.42,861.62,456.92,1,0,0
0214.a3.txt,1919.46,1087.25,966.44,617.45,5,0,3
0215.a3.txt,1933.65,1412.32,511.85,473.93,2,0,4
0216.a3.txt,2680.27,1102.04,789.12,517.01,1,0,1
0218.a3.txt,2126.82,1373.84,634.08,383.09,0,0,1
0219.a3.txt,2358.9,1360.35,622.29,665.7,1,0,1
0221.a3.txt,2073.73,1382.49,629.8,353.3,0,0,0
0222.a3.txt,2104.48,1477.61,611.94,492.54,2,0,1
0223.a3.txt,2054.97,1256.54,680.63,719.9,0,0,1
0224.a3.txt,2094.02,1082.62,754.99,527.07,6,0,3
0226.a3.txt,2208.28,1079.05,564.62,614.81,2,0,0
0227.a3.txt,2078.31,1204.82,798.19,542.17,1,0,1
0231.a3.txt,2589.41,1201.72,758.23,529.33,1,0,0
0232.a3.txt,1988.95,1450.28,856.35,497.24,1,0,1
0234.a3.txt,2014.81,1214.81,651.85,459.26,2,0,4
0235.a3.txt,1884.67,1293.95,548.52,407.88,1,0,1
0236.a3.txt,2029.46,1374.8,638.3,736.5,2,0,0
0237.a3.txt,2438.36,1041.1,917.81,383.56,0,0,1
0238.a3.txt,2027.78,1458.33,652.78,333.33,0,0,0
1003.a3.txt,2486.34,1302.37,819.67,464.48,7,0,1
1005.a3.txt,2213.23,1241.57,755.74,526.32,0,0,0
1006.a3.txt,2031.44,1342.2,846.43,677.15,2,1,3
1007.a3.txt,2260.75,1303.74,804.44,679.61,0,0,0
1008.a3.txt,2016.13,1129.03,658.6,685.48,1,0,2
1009.a3.txt,2172.52,1325.88,846.65,399.36,0,0,1
1012.a3.txt,2299.85,1295.49,800.58,494.91,1,0,1
1013.a3.txt,2111.89,1188.81,657.34,433.57,1,0,1
1014.a3.txt,2484.08,1226.11,700.64,382.17,2,0,1
1017.a3.txt,2165.21,1414.27,813.52,638.3,0,0,0
1018.a3.txt,2131.15,1520.12,760.06,566.32,0,0,0
1020.a3.txt,2236.56,1258.06,688.17,645.16,1,0,0
1021.a3.txt,1969.7,1447.81,656.57,488.22,1,0,2
1022.a3.txt,2383.04,1359.65,701.75,409.36,1,0,1
1023.a3.txt,2019.58,1150.55,758.87,966.95,3,1,0
1032.a3.txt,1725.96,1462.45,882.74,764.16,0,0,0
1034.a3.txt,2261.0,1198.79,698.03,349.01,1,0,1
1036.a3.txt,2398.84,1127.17,838.15,549.13,1,0,0
1041.a3.txt,1989.17,1407.31,717.19,446.55,8,0,1
1043.a3.txt,1984.13,1150.79,767.2,701.06,5,0,2
1048.a3.txt,2572.15,1304.89,589.71,577.16,0,0,0
1049.a3.txt,1930.56,1416.67,736.11,625.0,0,0,0
1050.a3.txt,2449.57,1239.19,677.23,504.32,1,0,0
1052.a3.txt,2473.87,1254.36,679.44,383.28,1,0,0
1055.a3.txt,1939.85,1338.35,781.95,646.62,2,0,2
1057.a3.txt,1915.95,1285.54,754.02,568.6,1,0,1
1058.a3.txt,2650.31,1226.99,613.5,527.61,1,0,2
1060.a3.txt,2074.97,1244.98,803.21,575.64,0,0,1
1061.a3.txt,2047.24,1228.35,629.92,503.94,0,0,0
1064.a3.txt,2431.32,1318.68,728.02,576.92,0,0,0
1065.a3.txt,2165.06,1243.3,739.55,621.65,0,0,1
1066.a3.txt,2300.41,1353.18,690.12,568.34,0,0,1
1067.a3.txt,1772.36,1252.03,894.31,422.76,5,0,0
1068.a3.txt,2122.19,1414.79,691.32,498.39,0,1,0
1069.a3.txt,2201.34,966.44,738.26,469.8,3,0,1
1070.a3.txt,2380.95,1428.57,699.4,505.95,1,0,1
1072.a3.txt,2454.43,1130.01,850.55,571.08,0,0,0
1074.a3.txt,2130.1,1275.51,765.31,497.45,0,0,0
1077.a3.txt,2630.81,1148.26,901.16,508.72,1,1,1
1081.a3.txt,1834.32,976.33,887.57,591.72,1,0,1
1088.a3.txt,2242.21,1366.91,707.43,491.61,2,1,0
1090.a3.txt,1979.17,1197.92,638.02,481.77,2,0,1
1094.a3.txt,2066.57,1442.44,679.61,540.92,1,0,0
1095.a3.txt,2217.74,1223.12,631.72,443.55,4,0,3
1097.a3.txt,2585.26,1265.13,781.08,429.04,1,1,1
1098.a3.txt,1961.67,1341.6,473.51,574.97,5,0,3
1099.a3.txt,2449.92,1109.4,755.01,400.62,1,0,0
1100.a3.txt,2369.15,1129.48,798.9,468.32,0,0,0
1102.a3.txt,2302.36,1220.53,596.39,638.0,2,0,0
1103.a3.txt,1662.5,1212.5,737.5,750.0,4,0,3
1104.a3.txt,2426.87,1365.11,530.88,628.39,2,0,0
1105.a3.txt,1938.53,1229.31,673.76,579.2,2,0,1
1106.a3.txt,2105.26,1301.17,687.13,453.22,2,0,1
1109.a3.txt,2102.38,1444.24,786.11,621.57,0,0,0
1112.a3.txt,1934.6,1444.14,722.07,599.46,1,0,0
1121.a3.txt,2211.3,1154.79,835.38,565.11,9,0,2
2000.a3.txt,2507.08,1033.99,722.38,339.94,0,0,1
2005.a3.txt,1711.86,1305.08,830.51,779.66,0,1,2
2007.a3.txt,2065.22,1242.24,1024.84,590.06,1,1,1
2008.a3.txt,2176.66,1072.56,914.83,567.82,0,1,0
2011.a3.txt,2680.41,1237.11,765.83,427.1,1,0,0
2012.a3.txt,2100.24,1169.45,966.59,715.99,0,0,2
2013.a3.txt,2445.41,1062.59,960.7,611.35,0,0,0
2014.a3.txt,2331.79,1218.1,742.46,742.46,4,0,0
2015.a3.txt,2344.43,911.72,622.29,651.23,1,0,1
2016.a3.txt,2537.83,1059.37,535.51,372.53,10,0,6
2017.a3.txt,2129.38,1226.42,754.72,485.18,1,0,0
2018.a3.txt,2305.67,1488.8,579.71,342.56,1,0,0
2019.a3.txt,2142.86,1415.58,519.48,363.64,3,0,0
2020.a3.txt,2163.06,1164.73,981.7,665.56,0,0,1
2021.a3.txt,2219.14,1303.74,984.74,638.0,3,0,0
2022.a3.txt,1923.08,1230.77,707.69,600.0,0,0,1
2024.a3.txt,1997.5,1423.22,661.67,586.77,0,0,0
2026.a3.txt,2010.38,1322.96,557.72,531.78,0,0,0
2028.a3.txt,2026.83,1147.54,864.38,864.38,2,0,2
2030.a3.txt,2369.94,1416.18,534.68,419.08,1,0,0
2031.a3.txt,1701.6,1356.35,875.46,739.83,1,0,1
2032.a3.txt,2400.53,1180.37,782.49,517.24,0,2,0
2034.a3.txt,2136.75,1353.28,655.27,854.7,1,0,0
2035.a3.txt,2249.28,1174.79,1074.5,673.35,0,0,0
2036.a3.txt,1840.49,1226.99,564.42,674.85,2,0,1
2038.a3.txt,2358.08,1324.6,611.35,494.91,1,0,2
2039.a3.txt,2324.39,1123.88,715.2,447.0,1,0,1
2040.a3.txt,2414.29,1157.14,671.43,228.57,1,0,2
2041.a3.txt,2239.19,1437.66,661.58,483.46,2,0,2
2042.a3.txt,1931.33,1344.78,701.0,672.39,2,0,0
2044.a3.txt,2241.94,1306.45,677.42,500.0,1,1,1
2045.a3.txt,2075.98,1221.17,786.97,502.04,3,0,2
2046.a3.txt,2503.79,1229.14,1198.79,515.93,0,0,0
2047.a3.txt,2234.33,1267.03,953.68,531.34,0,0,0
2048.a3.txt,2328.29,1082.65,803.26,360.88,5,0,3
2049.a3.txt,2217.62,1212.44,943.01,538.86,0,0,1
2050.a3.txt,2544.46,1162.79,875.51,410.4,2,0,1
2055.a3.txt,2313.43,1318.41,621.89,360.7,2,0,0
2056.a3.txt,2124.14,1268.97,565.52,758.62,3,0,0
2057.a3.txt,1927.57,1250.0,852.8,525.7,2,0,4
2058.a3.txt,2230.67,1267.43,697.08,709.76,3,0,2
2059.a3.txt,2322.67,1223.92,820.58,417.25,7,0,7
2060.a3.txt,3220.34,847.46,508.47,508.47,0,0,1
2061.a3.txt,2321.43,1352.04,739.8,625.0,3,0,0
2062.a3.txt,2028.57,1442.86,714.29,485.71,0,0,0
2063.a3.txt,2360.45,1435.41,558.21,350.88,0,0,0
2064.a3.txt,2297.87,964.54,680.85,382.98,1,0,1
2065.a3.txt,2380.95,1410.26,531.14,531.14,0,0,5
2066.a3.txt,2550.83,1441.77,683.92,480.59,0,0,0
2067.a3.txt,2019.91,1337.13,668.56,369.84,1,0,0
2069.a3.txt,2016.57,1436.46,649.17,690.61,0,0,0
2071.a3.txt,2062.71,1353.14,594.06,561.06,0,0,1
2074.a3.txt,2181.3,1218.13,821.53,580.74,4,1,4
2075.a3.txt,1951.87,1323.53,882.35,614.97,0,0,0
3001.a3.txt,2185.79,1379.78,683.06,450.82,0,0,0
3003.a3.txt,2540.0,1180.0,1030.0,420.0,0,1,0
3013.a3.txt,1669.09,1407.84,725.69,537.01,3,0,0
3015.a3.txt,2182.04,1134.66,1184.54,648.38,0,0,1
3018.a3.txt,2175.53,1458.59,692.21,568.6,0,0,0
3020.a3.txt,2017.7,1221.24,796.46,513.27,1,0,1
3023.a3.txt,2193.1,1365.52,468.97,634.48,2,0,1
3026.a3.txt,1739.73,1438.36,643.84,410.96,2,0,2
3037.a3.txt,2428.33,1205.73,978.08,598.65,5,0,6
3040.a3.txt,2109.38,1393.23,833.33,768.23,3,0,0
3041.a3.txt,2142.86,1400.56,910.36,532.21,1,0,4
3042.a3.txt,1709.53,1512.86,726.17,741.3,1,0,1
3044.a3.txt,2096.35,1119.79,729.17,416.67,2,0,5
3062.a3.txt,2704.83,1167.23,931.54,662.18,2,0,1
3063.a3.txt,2383.49,1225.03,652.46,719.04,1,0,1
3065.a3.txt,2122.35,1273.41,811.49,374.53,1,0,0
3067.a3.txt,2117.06,1357.41,921.54,560.4,3,0,1
3072.a3.txt,2589.0,1218.99,668.82,614.89,3,0,2
4001.a3.txt,2055.17,1172.41,1048.28,910.34,2,0,1
4002.a3.txt,2553.48,1056.15,708.56,588.24,2,0,3
4003.a3.txt,2204.08,1265.31,952.38,666.67,3,0,0
4004.a3.txt,2222.22,1402.78,652.78,541.67,2,0,0
4005.a3.txt,2660.69,1360.24,747.38,582.96,2,0,0
4006.a3.txt,2092.35,1183.26,1067.82,548.34,2,0,0
4007.a3.txt,2101.65,1359.89,755.49,494.51,0,0,5
4009.a3.txt,1856.39,1488.62,630.47,595.45,1,0,0
4010.a3.txt,1648.59,1366.59,802.6,683.3,2,0,0
4011.a3.txt,2042.68,1493.9,716.46,625.0,1,0,0
4012.a3.txt,2206.51,1371.99,721.36,495.05,1,0,0
4013.a3.txt,1787.38,1483.64,806.07,829.44,2,1,0
4014.a3.txt,2385.06,1235.63,948.28,474.14,6,0,0
4015.a3.txt,1985.29,1279.41,544.12,779.41,1,0,0
4017.a3.txt,2018.45,1199.54,991.93,657.44,0,0,1
4020.a3.txt,2122.3,1390.89,887.29,611.51,2,1,4
4023.a3.txt,2067.99,1161.47,807.37,722.38,0,0,0
4024.a3.txt,1934.64,1215.69,954.25,640.52,5,0,4
4026.a3.txt,2911.21,1164.48,975.25,378.46,0,1,0
4027.a3.txt,2207.62,1353.48,643.89,591.33,1,0,1
4028.a3.txt,1540.74,1496.3,651.85,785.19,0,0,0
4029.a3.txt,1994.05,1130.95,773.81,550.6,2,1,0
4030.a3.txt,1892.27,1160.22,635.36,773.48,4,1,3
4032.a3.txt,1754.87,1337.05,793.87,640.67,2,0,1
4036.a3.txt,2002.47,1248.45,754.02,667.49,3,0,2
4037.a3.txt,2193.81,1292.06,834.45,417.23,0,0,3
4038.a3.txt,2196.97,1250.0,871.21,580.81,2,0,0
4039.a3.txt,1919.04,1469.27,749.63,704.65,0,0,0
4041.a3.txt,1977.19,1292.78,722.43,621.04,2,0,0
4042.a3.txt,2170.44,1091.88,572.57,505.99,5,1,1
4043.a3.txt,1850.34,1428.57,775.51,965.99,1,0,1
4044.a3.txt,1904.76,1612.9,937.02,706.61,0,0,0
4045.a3.txt,2063.29,1303.8,645.57,569.62,1,0,2
4046.a3.txt,2090.4,1271.19,677.97,635.59,1,0,0
4047.a3.txt,1764.71,1386.55,728.29,868.35,1,0,0
4048.a3.txt,2288.63,1137.03,787.17,714.29,1,1,1
5001.a3.txt,2170.54,1124.03,852.71,697.67,2,0,1
5002.a3.txt,1856.37,1084.01,799.46,718.16,1,1,1
